x, y, cost, index, parent_index;
125.496482, 0.578205, 227.005497, 528, 521;
126.872015, -0.020050, 228.332717, 529, 522;
1.520112, 17.221671, 12.721850, 530, 420;
9.397433, 20.798097, 5.389353, 531, 11;
19.927305, 0.056686, 40.834122, 532, 221;
2.340175, 19.694049, 12.160202, 533, 54;
39.345283, -0.131030, 77.312109, 534, 418;
-1.816879, 14.712831, 16.526191, 535, 289;
128.371112, 0.031996, 229.832717, 536, 529;
4.489471, 14.091247, 10.510087, 537, 113;
4.718730, 15.175731, 9.763843, 538, 409;
97.137593, 0.426614, 198.920451, 539, 481;
27.786227, -0.200474, 49.148952, 540, 321;
84.821270, 0.448761, 185.910588, 541, 440;
129.870032, -0.024913, 231.330738, 542, 529;
2.032070, 2.996692, 23.388161, 543, 140;
12.795354, 15.114592, 3.147278, 544, 44;
15.723859, 21.138281, 3.604966, 545, 138;
131.368543, -0.091726, 232.830738, 546, 542;
78.897288, -0.009272, 180.108065, 547, 434;
0.863020, 3.579793, 23.179363, 548, 40;
132.868180, -0.058699, 234.329076, 549, 542;
134.356809, 0.125642, 235.826900, 550, 546;
0.345034, 21.831457, 15.008003, 551, 109;
-2.585559, 16.851560, 16.851675, 552, 388;
86.834382, -0.749940, 188.228861, 553, 507;
9.209249, 17.754578, 4.840489, 554, 10;
16.179354, 21.820151, 4.424980, 555, 545;
104.183098, -1.272656, 205.650731, 556, 490;
71.112099, 0.409996, 174.154501, 557, 429;
36.985951, -1.618171, 69.684043, 558, 486;
72.039822, -5.360980, 181.462954, 559, 515;
46.580954, -0.624688, 98.222845, 560, 237;
135.766782, -0.386196, 237.246121, 561, 549;
137.257070, -0.215782, 238.746121, 562, 561;
15.852010, 21.683685, 4.136930, 563, 138;
7.804976, 21.930553, 7.343419, 564, 531;
138.755848, -0.276302, 240.237207, 565, 561;
140.236288, -0.034852, 241.730828, 566, 562;
141.514225, 0.750563, 243.180521, 567, 565;
142.966224, 1.126993, 244.680521, 568, 567;
144.465693, 1.166908, 246.161209, 569, 567;
31.185259, -8.332545, 59.245556, 570, 379;
29.452399, -8.593202, 59.725396, 571, 471;
116.436750, -0.938040, 217.994640, 572, 503;
18.296606, 14.926906, 5.288273, 573, 129;
89.884065, -0.984512, 191.432691, 574, 459;
0.773772, -1.243423, 27.827012, 575, 373;
