path_nbr, x, y, cost, index, parent_index;
5, 24.201941, -0.137749, 24.230528, 365, 3764;
5, 26.102451, -0.061309, 26.132575, 4136, 365;
5, 27.847865, -0.000581, 27.879045, 2571, 4136;
5, 29.186989, -0.111307, 29.222739, 4693, 2571;
5, 31.038864, 0.212492, 31.102709, 3496, 4693;
5, 32.882542, 0.537057, 33.009102, 2977, 3496;
5, 34.708099, 0.416575, 34.840179, 2210, 2977;
5, 36.659062, 0.497124, 36.792804, 3940, 2210;
5, 37.065461, 0.496567, 37.199203, 3709, 3940;
5, 38.691864, 0.411747, 38.828162, 1680, 3709;
5, 39.943341, 0.490583, 40.082120, 4175, 1680;
5, 41.453448, 0.383515, 41.596017, 4358, 4175;
5, 42.167443, 0.413010, 42.310621, 4007, 4358;
5, 43.516901, 0.553904, 43.673819, 3843, 4007;
5, 45.122233, 0.567720, 45.280727, 3987, 3843;
5, 46.712263, 0.705209, 46.876690, 768, 3987;
5, 47.407200, 0.774283, 47.575052, 3991, 768;
5, 49.194028, 0.745029, 49.362119, 3755, 3991;
5, 49.606381, 0.734423, 49.774608, 4446, 3755;
5, 51.443712, 0.914871, 51.620779, 4616, 4446;
5, 52.279814, 1.019445, 52.463395, 2881, 4616;
5, 54.186763, 1.025956, 54.464718, 4127, 2881;
5, 55.490806, 1.232566, 55.785027, 2165, 4127;
5, 56.688954, 1.184734, 56.984130, 4539, 2165;
5, 58.559097, 0.633918, 58.933702, 3519, 4539;
5, 60.357561, 0.566956, 60.739445, 4245, 3519;
5, 61.664699, 0.535651, 62.046958, 1671, 4245;
5, 63.632173, 0.625575, 64.037338, 2790, 1671;
5, 64.488297, 0.689728, 64.895863, 1637, 2790;
5, 65.825176, 0.699750, 66.232779, 3424, 1637;
5, 67.698318, 0.887700, 68.115326, 2048, 3424;
5, 68.547323, 0.989217, 68.970379, 3507, 2048;
5, 70.483807, 1.021511, 70.907133, 2269, 3507;
5, 72.257196, 1.053302, 72.680807, 4714, 2269;
5, 74.254537, 1.012639, 74.678561, 4062, 4714;
5, 75.062167, 1.182448, 75.531961, 3327, 4062;
5, 77.018810, 1.080002, 77.500749, 552, 3327;
5, 78.616766, 1.361108, 79.123243, 4457, 552;
5, 79.057062, 1.318422, 79.565603, 3340, 4457;
5, 81.017622, 1.385841, 81.527322, 4557, 3340;
5, 82.209027, 1.297975, 82.721963, 4126, 4557;
5, 83.172904, 1.227959, 83.688379, 4675, 4126;
5, 83.979622, 0.960978, 84.538128, 3740, 4675;
5, 85.453957, 0.941873, 86.014690, 171, 3740;
5, 86.881517, 0.974538, 87.442623, 4076, 171;
5, 87.852116, 0.918460, 88.414841, 4420, 4076;
5, 88.970990, 0.782109, 89.541993, 1493, 4420;
5, 90.924479, 0.605413, 91.503457, 4453, 1493;
5, 92.648233, 0.759590, 93.234093, 4533, 4453;
5, 93.941069, 0.195776, 94.644521, 3163, 4533;
5, 95.376208, 0.255981, 96.083790, 694, 3163;
5, 96.780605, 0.285112, 97.488573, 1593, 694;
5, 97.936546, 0.344366, 98.646031, 2811, 1593;
5, 99.560457, 0.289302, 100.270876, 2584, 2811;
5, 101.013414, 0.212256, 101.725874, 3400, 2584;
5, 102.885545, 0.147693, 103.599118, 257, 3400;
5, 104.220815, 0.356388, 104.950599, 4465, 257;
5, 104.914317, 0.421780, 105.647177, 4620, 4465;
5, 106.666707, 0.554330, 107.404573, 4330, 4620;
5, 108.616949, 0.430633, 109.359297, 2777, 4330;
5, 110.264816, 0.368737, 111.033488, 304, 2777;
5, 111.689285, 0.355078, 112.458022, 3884, 304;
5, 113.237189, 0.331059, 114.006113, 353, 3884;
5, 114.988821, 0.306162, 115.757922, 4067, 353;
5, 116.458991, 0.209697, 117.231253, 3430, 4067;
5, 117.785878, 0.200340, 118.565919, 3972, 3430;
5, 119.576359, 0.180148, 120.356514, 4643, 3972;
5, 121.442100, 0.278323, 122.224837, 4266, 4643;
5, 123.353170, 0.261888, 124.152921, 1086, 4266;
5, 124.341485, 0.276387, 125.141342, 4633, 1086;
5, 125.947899, 0.068888, 126.761102, 1776, 4633;
5, 127.898809, 0.354047, 128.732743, 4660, 1776;
5, 129.517860, 0.137999, 130.366144, 3255, 4660;
5, 131.217020, 0.107550, 132.085564, 4583, 3255;
5, 133.042630, 0.050265, 133.912073, 1735, 4583;
5, 134.460876, -0.061144, 135.334688, 4718, 1735;
5, 136.346070, -0.610582, 137.298317, 4711, 4718;
5, 137.827627, -0.578752, 138.800716, 3941, 4711;
5, 139.684307, -0.505192, 140.672059, 643, 3941;
5, 141.647410, -0.409349, 142.637500, 4223, 643;
5, 142.155801, -0.375159, 143.147039, 3410, 4223;
5, 143.851410, -0.138539, 144.859078, 4351, 3410;
5, 145.416090, -0.313002, 146.433454, 2091, 4351;
5, 147.358485, -0.236675, 148.519040, 863, 2091;
5, 148.762607, -0.326564, 149.926036, 2598, 863;
5, 150.474855, -0.134640, 151.649007, 1078, 2598;
5, 152.298844, -0.145318, 153.473026, 3330, 1078;
5, 153.851206, -0.117067, 155.025646, 3409, 3330;
5, 155.700342, -0.392753, 156.895220, 1970, 3409;
5, 156.733997, -0.392141, 157.928875, 4546, 1970;
5, 158.174838, -0.479337, 159.372352, 4705, 4546;
5, 159.427395, -0.511329, 160.625317, 1785, 4705;
5, 161.354960, -0.552712, 162.611520, 3679, 1785;
5, 162.718159, -0.488063, 163.976251, 1554, 3679;
5, 163.710436, -0.498522, 164.968584, 4352, 1554;
5, 164.629234, -0.507554, 165.887426, 3677, 4352;
5, 166.322267, -0.316975, 167.596181, 2510, 3677;
5, 168.090937, -0.143716, 169.373317, 4575, 2510;
5, 169.965084, 0.157430, 171.271504, 3798, 4575;
5, 171.591640, 0.179297, 172.903330, 4387, 3798;
5, 172.369742, 0.268285, 173.686505, 3859, 4387;
5, 173.908031, 0.200197, 175.229070, 1695, 3859;
5, 175.825983, 0.119454, 177.148721, 4478, 1695;
5, 177.219988, -0.157258, 178.569924, 1609, 4478;
5, 179.103443, -0.205763, 180.454003, 4731, 1609;
6, 0.000000, -1.000000, 0.000000, 0, -1;
6, 1.999692, -0.965199, 1.999995, 2, 0;
6, 3.999597, -0.949934, 3.999958, 4, 2;
6, 5.999143, -0.927156, 5.999633, 6, 4;
6, 6.999125, -0.921230, 6.999633, 7, 6;
6, 8.394946, -0.892563, 8.395748, 1336, 7;
6, 9.276391, -0.851366, 9.278155, 1521, 1336;
6, 10.987046, -0.760094, 10.991244, 11, 1521;
6, 12.986783, -0.739107, 12.992095, 13, 11;
6, 14.264244, -0.626896, 14.274476, 1672, 13;
6, 16.244117, -0.439120, 16.263233, 4299, 1672;
6, 17.715503, -0.323381, 17.739164, 1878, 4299;
6, 18.329492, -0.299879, 18.355069, 919, 1878;
6, 19.915770, -0.242602, 19.942381, 2060, 919;
6, 21.583265, -0.169693, 21.611470, 1772, 2060;
6, 23.062879, -0.136094, 23.091465, 3764, 1772;
6, 24.201941, -0.137749, 24.230528, 365, 3764;
6, 26.102451, -0.061309, 26.132575, 4136, 365;
6, 27.847865, -0.000581, 27.879045, 2571, 4136;
6, 29.186989, -0.111307, 29.222739, 4693, 2571;
6, 31.038864, 0.212492, 31.102709, 3496, 4693;
6, 32.209186, 0.385553, 32.285758, 4753, 3496;
6, 32.882542, 0.537057, 32.975947, 2977, 4753;
6, 34.708099, 0.416575, 34.840179, 2210, 2977;
6, 36.659062, 0.497124, 36.792804, 3940, 2210;
6, 37.065461, 0.496567, 37.199203, 3709, 3940;
6, 38.691864, 0.411747, 38.828162, 1680, 3709;
6, 39.943341, 0.490583, 40.082120, 4175, 1680;
6, 41.453448, 0.383515, 41.596017, 4358, 4175;
6, 42.167443, 0.413010, 42.310621, 4007, 4358;
6, 43.516901, 0.553904, 43.673819, 3843, 4007;
6, 45.122233, 0.567720, 45.280727, 3987, 3843;
6, 46.712263, 0.705209, 46.876690, 768, 3987;
6, 47.407200, 0.774283, 47.575052, 3991, 768;
6, 49.194028, 0.745029, 49.362119, 3755, 3991;
6, 49.606381, 0.734423, 49.774608, 4446, 3755;
6, 51.443712, 0.914871, 51.620779, 4616, 4446;
6, 52.279814, 1.019445, 52.463395, 2881, 4616;
6, 54.186763, 1.025956, 54.464718, 4127, 2881;
6, 55.490806, 1.232566, 55.785027, 2165, 4127;
6, 56.688954, 1.184734, 56.984130, 4539, 2165;
6, 58.559097, 0.633918, 58.933702, 3519, 4539;
6, 60.357561, 0.566956, 60.739445, 4245, 3519;
6, 61.664699, 0.535651, 62.046958, 1671, 4245;
6, 63.632173, 0.625575, 64.037338, 2790, 1671;
6, 64.488297, 0.689728, 64.895863, 1637, 2790;
6, 65.825176, 0.699750, 66.232779, 3424, 1637;
6, 67.698318, 0.887700, 68.115326, 2048, 3424;
6, 68.547323, 0.989217, 68.970379, 3507, 2048;
6, 70.483807, 1.021511, 70.907133, 2269, 3507;
6, 72.257196, 1.053302, 72.680807, 4714, 2269;
6, 74.254537, 1.012639, 74.678561, 4062, 4714;
6, 75.062167, 1.182448, 75.531961, 3327, 4062;
6, 77.018810, 1.080002, 77.500749, 552, 3327;
6, 78.616766, 1.361108, 79.123243, 4457, 552;
6, 79.057062, 1.318422, 79.565603, 3340, 4457;
6, 81.017622, 1.385841, 81.527322, 4557, 3340;
6, 82.209027, 1.297975, 82.721963, 4126, 4557;
6, 83.172904, 1.227959, 83.688379, 4675, 4126;
6, 83.979622, 0.960978, 84.538128, 3740, 4675;
6, 85.453957, 0.941873, 86.014690, 171, 3740;
6, 86.881517, 0.974538, 87.442623, 4076, 171;
6, 87.852116, 0.918460, 88.414841, 4420, 4076;
6, 88.970990, 0.782109, 89.541993, 1493, 4420;
6, 90.924479, 0.605413, 91.503457, 4453, 1493;
6, 92.648233, 0.759590, 93.234093, 4533, 4453;
6, 93.941069, 0.195776, 94.644521, 3163, 4533;
6, 95.376208, 0.255981, 96.083790, 694, 3163;
6, 96.780605, 0.285112, 97.488573, 1593, 694;
6, 97.936546, 0.344366, 98.646031, 2811, 1593;
6, 99.560457, 0.289302, 100.270876, 2584, 2811;
6, 101.013414, 0.212256, 101.725874, 3400, 2584;
6, 102.885545, 0.147693, 103.599118, 257, 3400;
6, 104.220815, 0.356388, 104.950599, 4465, 257;
6, 104.914317, 0.421780, 105.647177, 4620, 4465;
6, 106.666707, 0.554330, 107.404573, 4330, 4620;
6, 108.616949, 0.430633, 109.359297, 2777, 4330;
6, 110.264816, 0.368737, 111.033488, 304, 2777;
6, 111.689285, 0.355078, 112.458022, 3884, 304;
6, 113.237189, 0.331059, 114.006113, 353, 3884;
6, 114.988821, 0.306162, 115.757922, 4067, 353;
6, 116.458991, 0.209697, 117.231253, 3430, 4067;
6, 117.785878, 0.200340, 118.565919, 3972, 3430;
6, 119.576359, 0.180148, 120.356514, 4643, 3972;
6, 121.442100, 0.278323, 122.224837, 4266, 4643;
6, 123.353170, 0.261888, 124.152921, 1086, 4266;
6, 124.341485, 0.276387, 125.141342, 4633, 1086;
6, 125.947899, 0.068888, 126.761102, 1776, 4633;
6, 127.898809, 0.354047, 128.732743, 4660, 1776;
6, 129.517860, 0.137999, 130.366144, 3255, 4660;
6, 131.217020, 0.107550, 132.085564, 4583, 3255;
6, 133.042630, 0.050265, 133.912073, 1735, 4583;
6, 134.460876, -0.061144, 135.334688, 4718, 1735;
6, 136.346070, -0.610582, 137.298317, 4711, 4718;
6, 137.827627, -0.578752, 138.800716, 3941, 4711;
6, 139.684307, -0.505192, 140.672059, 643, 3941;
6, 141.647410, -0.409349, 142.637500, 4223, 643;
6, 142.155801, -0.375159, 143.147039, 3410, 4223;
6, 143.851410, -0.138539, 144.859078, 4351, 3410;
6, 145.416090, -0.313002, 146.433454, 2091, 4351;
6, 147.358485, -0.236675, 148.519040, 863, 2091;
6, 148.762607, -0.326564, 149.926036, 2598, 863;
6, 150.474855, -0.134640, 151.649007, 1078, 2598;
6, 152.298844, -0.145318, 153.473026, 3330, 1078;
6, 154.061865, -0.359611, 155.249023, 4758, 3330;
6, 155.700342, -0.392753, 156.887836, 1970, 4758;
6, 156.733997, -0.392141, 157.928875, 4546, 1970;
6, 158.174838, -0.479337, 159.372352, 4705, 4546;
6, 159.427395, -0.511329, 160.625317, 1785, 4705;
6, 161.354960, -0.552712, 162.611520, 3679, 1785;
6, 162.718159, -0.488063, 163.976251, 1554, 3679;
6, 163.710436, -0.498522, 164.968584, 4352, 1554;
6, 164.629234, -0.507554, 165.887426, 3677, 4352;
6, 166.322267, -0.316975, 167.596181, 2510, 3677;
6, 168.090937, -0.143716, 169.373317, 4575, 2510;
6, 169.965084, 0.157430, 171.271504, 3798, 4575;
6, 171.591640, 0.179297, 172.903330, 4387, 3798;
6, 172.369742, 0.268285, 173.686505, 3859, 4387;
6, 173.908031, 0.200197, 175.229070, 1695, 3859;
6, 175.825983, 0.119454, 177.148721, 4478, 1695;
6, 177.219988, -0.157258, 178.569924, 1609, 4478;
6, 179.057339, -0.219759, 180.408338, 4763, 1609;
7, 0.000000, -1.000000, 0.000000, 0, -1;
7, 1.999692, -0.965199, 1.999995, 2, 0;
7, 3.999597, -0.949934, 3.999958, 4, 2;
7, 5.999143, -0.927156, 5.999633, 6, 4;
7, 6.999125, -0.921230, 6.999633, 7, 6;
7, 8.394946, -0.892563, 8.395748, 1336, 7;
7, 9.276391, -0.851366, 9.278155, 1521, 1336;
7, 11.141025, -0.815946, 11.143126, 5236, 1521;
7, 12.986783, -0.739107, 12.990483, 13, 5236;
7, 14.459304, -0.665282, 14.464854, 5513, 13;
7, 16.178088, -0.576598, 16.185924, 3853, 5513;
7, 17.940497, -0.502232, 17.952957, 2934, 3853;
7, 19.746010, -0.490343, 19.758510, 3978, 2934;
7, 21.137750, -0.488128, 21.150251, 7940, 3978;
7, 22.805693, -0.441823, 22.818838, 6868, 7940;
7, 24.646766, -0.330335, 24.663712, 7351, 6868;
7, 25.650174, -0.259167, 25.669641, 1732, 7351;
7, 27.526017, -0.207572, 27.546194, 7682, 1732;
7, 29.186989, -0.111307, 29.209953, 4693, 7682;
7, 30.510940, -0.036418, 30.536021, 8050, 4693;
7, 32.433464, -0.022117, 32.458598, 6080, 8050;
7, 34.229399, 0.064281, 34.272198, 4027, 6080;
7, 36.189954, 0.156980, 36.234943, 6438, 4027;
7, 37.099653, 0.041766, 37.151909, 6322, 6438;
7, 38.925819, -0.183694, 38.991940, 7677, 6322;
7, 40.822289, -0.334695, 40.894412, 3751, 7677;
7, 42.468263, -0.612721, 42.563702, 7912, 3751;
7, 43.747910, -0.560910, 43.844398, 3705, 7912;
7, 45.070387, -0.625741, 45.168462, 8049, 3705;
7, 47.010118, -0.711264, 47.110078, 5169, 8049;
7, 48.756116, -0.553577, 48.863182, 8131, 5169;
7, 50.581992, -0.453677, 50.691788, 7175, 8131;
7, 52.542640, -0.583814, 52.666323, 7131, 7175;
7, 53.806435, -0.685556, 53.934448, 3954, 7131;
7, 55.646140, -0.762752, 55.775772, 7899, 3954;
7, 57.249425, -0.831620, 57.380535, 6160, 7899;
7, 58.836551, -0.912829, 59.060114, 7647, 6160;
7, 59.577619, -0.941576, 59.801739, 6891, 7647;
7, 61.300510, -1.088724, 61.534758, 7003, 6891;
7, 62.726442, -1.129033, 62.961260, 5360, 7003;
7, 64.102172, -1.160664, 64.337353, 7238, 5360;
7, 65.822141, -1.177427, 66.057403, 7551, 7238;
7, 67.576380, -1.291557, 67.815351, 820, 7551;
7, 69.388786, -1.362464, 69.642812, 6985, 820;
7, 70.816205, -1.424281, 71.071569, 4274, 6985;
7, 71.807470, -1.445417, 72.063060, 7566, 4274;
7, 72.824020, -1.466449, 73.079827, 7128, 7566;
7, 73.972348, -1.426184, 74.228860, 7660, 7128;
7, 75.832345, -1.231193, 76.099051, 6927, 7660;
7, 77.254150, -1.116504, 77.552229, 1781, 6927;
7, 79.009443, -0.920688, 79.318412, 7186, 1781;
7, 80.485636, -0.700652, 80.810913, 2107, 7186;
7, 82.264120, -0.419971, 82.611410, 7885, 2107;
7, 83.980142, -0.226663, 84.338285, 7124, 7885;
7, 85.739003, -0.267938, 86.143791, 7762, 7124;
7, 87.451991, -0.285183, 87.856866, 7249, 7762;
7, 89.290120, -0.295787, 89.695776, 3680, 7249;
7, 91.148396, -0.330863, 91.554383, 7561, 3680;
7, 93.015410, -0.322897, 93.421414, 818, 7561;
7, 94.625718, -0.339088, 95.031803, 8175, 818;
7, 96.007406, -0.259424, 96.415786, 5814, 8175;
7, 97.554335, -0.308028, 97.975516, 8137, 5814;
7, 99.532505, -0.270496, 99.954041, 6816, 8137;
7, 100.107186, -0.299736, 100.576940, 4244, 6816;
7, 101.929217, -0.330282, 102.399227, 7955, 4244;
7, 103.407160, -0.305667, 103.877376, 7898, 7955;
7, 105.214216, -0.245178, 105.686773, 7080, 7898;
7, 106.561816, -0.296375, 107.035345, 8150, 7080;
7, 108.005084, -0.541244, 108.499238, 7365, 8150;
7, 109.114525, -0.609029, 109.623366, 185, 7365;
7, 110.239232, -0.607911, 110.748073, 7649, 185;
7, 112.112768, -0.663836, 112.622444, 190, 7649;
7, 113.301375, -0.717176, 113.812247, 7863, 190;
7, 115.093334, -0.440592, 115.625426, 7902, 7863;
7, 116.805071, -0.383654, 117.338110, 6637, 7902;
7, 118.657608, -0.792099, 119.235139, 8033, 6637;
7, 120.590525, -0.588638, 121.178734, 2351, 8033;
7, 122.225673, -0.581275, 122.932813, 6479, 2351;
7, 123.996750, -0.624896, 124.704427, 2263, 6479;
7, 125.204991, -0.567202, 125.914045, 7025, 2263;
7, 127.131022, -0.509585, 127.840938, 4514, 7025;
7, 129.000177, -0.677304, 129.717602, 7549, 4514;
7, 130.801205, -0.716306, 131.519052, 7837, 7549;
7, 132.652612, -0.496580, 133.383452, 7482, 7837;
7, 134.505691, -0.623777, 135.262761, 3775, 7482;
7, 135.627181, -0.662261, 136.384910, 8181, 3775;
7, 137.580305, -0.422344, 138.352715, 7162, 8181;
7, 139.103332, -0.272170, 139.918124, 5259, 7162;
7, 139.854695, -0.247242, 140.669901, 7844, 5259;
7, 141.434014, -0.137555, 142.253024, 6518, 7844;
7, 142.881975, -0.148941, 143.718063, 4923, 6518;
7, 144.785990, -0.157032, 145.622094, 6987, 4923;
7, 146.126803, -0.123173, 146.963335, 3892, 6987;
7, 148.002244, -0.178117, 148.839581, 7114, 3892;
7, 148.888582, -0.032608, 149.737784, 3561, 7114;
7, 150.699019, 0.115255, 151.554248, 8067, 3561;
7, 151.548545, 0.266232, 152.417086, 411, 8067;
7, 153.060320, 0.083150, 153.941110, 7350, 411;
7, 154.772678, 0.139382, 155.654391, 884, 7350;
7, 155.243277, 0.160490, 156.125464, 7700, 884;
7, 156.698932, 0.141937, 157.581237, 1114, 7700;
7, 158.342950, 0.284411, 159.254443, 6828, 1114;
7, 160.182164, 0.229005, 161.094492, 7129, 6828;
7, 161.931094, 0.203462, 162.843609, 1570, 7129;
7, 162.330035, 0.192740, 163.242694, 7135, 1570;
7, 164.327174, 0.203595, 165.239862, 475, 7135;
7, 165.993238, 0.255323, 166.906729, 7582, 475;
7, 167.236804, 0.290118, 168.150782, 7878, 7582;
7, 168.897325, 0.369243, 169.813187, 3191, 7878;
7, 170.870205, 0.470609, 171.788670, 8019, 3191;
7, 172.508607, 0.494418, 173.427245, 569, 8019;
7, 174.095784, 0.455196, 175.014906, 8122, 569;
7, 175.246530, 0.172136, 176.199954, 7732, 8122;
7, 176.714811, 0.009309, 177.730150, 6486, 7732;
7, 177.873055, -0.076509, 178.891568, 7828, 6486;
7, 179.294374, -0.127597, 180.313805, 8236, 7828;
8, 0.000000, -1.000000, 0.000000, 0, -1;
8, 1.999692, -0.965199, 1.999995, 2, 0;
8, 3.999597, -0.949934, 3.999958, 4, 2;
8, 5.999143, -0.927156, 5.999633, 6, 4;
8, 6.835241, -0.910688, 6.835894, 10960, 6;
8, 8.394946, -0.892563, 8.395704, 1336, 10960;
8, 9.276391, -0.851366, 9.278155, 1521, 1336;
8, 10.987046, -0.760094, 10.991244, 11, 1521;
8, 12.557650, -0.716330, 12.562458, 9427, 11;
8, 14.459304, -0.665282, 14.464797, 5513, 9427;
8, 16.269408, -0.648561, 16.275035, 2570, 5513;
8, 18.009581, -0.622427, 18.015404, 9115, 2570;
8, 20.000364, -0.594740, 20.006379, 4866, 9115;
8, 21.722756, -0.499858, 21.731383, 11254, 4866;
8, 22.517225, -0.425260, 22.529347, 8189, 11254;
8, 24.462473, -0.316357, 24.479288, 8567, 8189;
8, 26.087630, -0.217182, 26.107468, 11170, 8567;
8, 27.526017, -0.207572, 27.545887, 7682, 11170;
8, 29.186989, -0.111307, 29.209953, 4693, 7682;
8, 30.510940, -0.036418, 30.536021, 8050, 4693;
8, 32.433464, -0.022117, 32.458598, 6080, 8050;
8, 34.238756, 0.036653, 34.264845, 10551, 6080;
8, 34.859302, 0.084745, 34.887253, 11110, 10551;
8, 36.270756, -0.020840, 36.302650, 8743, 11110;
8, 37.557211, -0.033605, 37.593001, 201, 8743;
8, 38.813895, -0.029957, 38.849690, 9191, 201;
8, 40.597898, -0.084585, 40.634530, 7906, 9191;
8, 42.394907, -0.120300, 42.431893, 10215, 7906;
8, 43.723813, -0.139344, 43.760936, 9229, 10215;
8, 45.417013, -0.243894, 45.463035, 5645, 9229;
8, 46.960496, -0.303141, 47.007654, 9408, 5645;
8, 47.712217, -0.296756, 47.759403, 486, 9408;
8, 49.179433, -0.249081, 49.227393, 10828, 486;
8, 50.794558, -0.313987, 50.843821, 686, 10828;
8, 52.558774, -0.458244, 52.613926, 10928, 686;
8, 53.538028, -0.322017, 53.602610, 328, 10928;
8, 55.040096, -0.223921, 55.123111, 10435, 328;
8, 56.526194, -0.327838, 56.612838, 9589, 10435;
8, 58.312971, -0.382482, 58.400853, 4298, 9589;
8, 59.682748, -0.372019, 59.770669, 10373, 4298;
8, 61.578082, -0.580778, 61.677466, 8759, 10373;
8, 63.187054, -0.722856, 63.292698, 11358, 8759;
8, 64.285024, -0.826629, 64.395561, 9990, 11358;
8, 65.475455, -0.773298, 65.590252, 2804, 9990;
8, 67.148850, -0.798891, 67.263842, 10824, 2804;
8, 68.469260, -0.696967, 68.588181, 10971, 10824;
8, 70.384952, -0.659089, 70.504248, 11009, 10971;
8, 71.706268, -0.540439, 71.830880, 5772, 11009;
8, 73.011855, -0.514889, 73.157474, 10507, 5772;
8, 74.899941, -0.539106, 75.045715, 4048, 10507;
8, 76.853067, -0.406071, 77.003367, 10994, 4048;
8, 77.688865, -0.427876, 77.839449, 5554, 10994;
8, 79.420788, -0.252327, 79.580246, 11108, 5554;
8, 80.617327, -0.376986, 80.783261, 980, 11108;
8, 82.067696, -0.367615, 82.273263, 11034, 980;
8, 82.683688, -0.241153, 82.902102, 10762, 11034;
8, 84.458715, -0.218131, 84.680977, 7034, 10762;
8, 86.159548, -0.269450, 86.382584, 10836, 7034;
8, 88.115431, -0.233887, 88.338790, 10503, 10836;
8, 88.800230, -0.169894, 89.026574, 11199, 10503;
8, 90.716847, -0.041411, 90.947492, 1575, 11199;
8, 92.497937, -0.195699, 92.735252, 11218, 1575;
8, 94.330161, -0.125159, 94.568833, 8066, 11218;
8, 95.074249, -0.058939, 95.331837, 10339, 8066;
8, 96.479415, -0.021190, 96.737511, 10136, 10339;
8, 98.117814, -0.026747, 98.379047, 429, 10136;
8, 99.793790, 0.082858, 100.058603, 10689, 429;
8, 101.088965, 0.011413, 101.355746, 5562, 10689;
8, 102.789094, -0.032059, 103.056431, 11161, 5562;
8, 104.720754, 0.001397, 104.988381, 6555, 11161;
8, 106.226769, 0.053928, 106.495312, 11298, 6555;
8, 108.143329, 0.315999, 108.429707, 2022, 11298;
8, 109.468144, 0.231634, 109.757864, 10917, 2022;
8, 111.413106, 0.028500, 111.713404, 10246, 10917;
8, 112.738150, -0.054908, 113.139500, 1836, 10246;
8, 114.057549, -0.154369, 114.462642, 10483, 1836;
8, 116.008646, -0.339004, 116.422456, 3555, 10483;
8, 117.971294, -0.373093, 118.385400, 11095, 3555;
8, 119.215912, -0.368229, 119.630028, 10790, 11095;
8, 120.104013, -0.438450, 120.523225, 217, 10790;
8, 121.541137, -0.472966, 121.960763, 10854, 217;
8, 123.285987, -0.735612, 123.725270, 8566, 10854;
8, 125.011580, -1.015840, 125.473469, 11263, 8566;
8, 126.104029, -1.235885, 126.587859, 5370, 11263;
8, 127.742866, -1.192226, 128.230257, 10459, 5370;
8, 129.515379, -1.122720, 130.004132, 6911, 10459;
8, 131.243526, -1.078786, 131.732838, 10532, 6911;
8, 132.212194, -1.072229, 132.701527, 4284, 10532;
8, 133.945976, -1.146998, 134.436921, 10893, 4284;
8, 135.682663, -1.132549, 136.173668, 6535, 10893;
8, 136.988701, -1.157547, 137.479946, 11035, 6535;
8, 138.773607, -1.143582, 139.264906, 9437, 11035;
8, 140.659589, -1.328014, 141.241471, 5765, 9437;
8, 141.096013, -1.391183, 141.682443, 10137, 5765;
8, 142.231039, -1.456790, 142.819363, 6466, 10137;
8, 143.724512, -1.553760, 144.315981, 10365, 6466;
8, 145.331792, -1.804668, 145.942728, 8484, 10365;
8, 145.853058, -1.826882, 146.464466, 10745, 8484;
8, 147.553023, -1.736668, 148.166824, 7491, 10745;
8, 149.511832, -1.814431, 150.127175, 10879, 7491;
8, 151.405236, -1.776608, 152.020957, 10134, 10879;
8, 153.223663, -1.498478, 153.860531, 11352, 10134;
8, 154.639380, -1.164940, 155.315008, 11213, 11352;
8, 156.109298, -0.964279, 156.800047, 5896, 11213;
8, 157.666416, -0.879600, 158.361437, 11101, 5896;
8, 159.543292, -0.839908, 160.238732, 11348, 11101;
8, 161.222491, -0.171815, 162.045956, 5199, 11348;
8, 163.000724, -0.141512, 163.825182, 10536, 5199;
8, 164.576413, -0.070337, 165.402479, 6221, 10536;
8, 166.473491, -0.042308, 167.310048, 10520, 6221;
8, 168.463999, 0.141179, 169.308996, 8327, 10520;
8, 169.645541, 0.109127, 170.490972, 11116, 8327;
8, 171.591640, 0.179297, 172.438335, 4387, 11116;
8, 172.156827, 0.216797, 173.004766, 11248, 4387;
8, 174.125261, 0.102857, 174.976494, 7873, 11248;
8, 175.544027, 0.251735, 176.403779, 11169, 7873;
8, 177.074624, 0.000603, 177.954842, 10497, 11169;
8, 179.041159, 0.131825, 179.925750, 11389, 10497;
9, 0.000000, -1.000000, 0.000000, 0, -1;
9, 1.513751, -0.963094, 1.514201, 6012, 0;
9, 3.210677, -0.915048, 3.211806, 7109, 6012;
9, 4.000923, -0.902087, 4.002159, 1450, 7109;
9, 5.911341, -0.859138, 5.913060, 11800, 1450;
9, 7.284813, -0.797254, 7.287925, 8693, 11800;
9, 9.233822, -0.763841, 9.237221, 13228, 8693;
9, 10.987046, -0.760094, 10.990449, 11, 13228;
9, 12.557650, -0.716330, 12.562458, 9427, 11;
9, 14.036008, -0.658753, 14.041936, 12841, 9427;
9, 15.871111, -0.595742, 15.878121, 1423, 12841;
9, 17.462378, -0.572236, 17.469813, 10839, 1423;
9, 19.036100, -0.513912, 19.044615, 10451, 10839;
9, 20.428234, -0.457253, 20.437902, 11327, 10451;
9, 21.976786, -0.367148, 21.989073, 3733, 11327;
9, 22.889360, -0.395563, 22.902089, 13747, 3733;
9, 24.462473, -0.316357, 24.477195, 8567, 13747;
9, 26.369368, -0.198330, 26.387739, 13833, 8567;
9, 27.761469, -0.128806, 27.781575, 7398, 13833;
9, 29.173392, -0.046926, 29.197933, 13696, 7398;
9, 30.510940, -0.036418, 30.535523, 8050, 13696;
9, 32.433464, -0.022117, 32.458598, 6080, 8050;
9, 34.238756, 0.036653, 34.264845, 10551, 6080;
9, 36.146843, -0.074543, 36.176170, 3003, 10551;
9, 36.604295, -0.100980, 36.634386, 11918, 3003;
