x, y, cost, index, parent_index;
264.862963, 13.104907, 266.815175, 562, 516;
448.858505, 0.798069, 451.213027, 563, 430;
493.095398, 0.188230, 495.377933, 564, 246;
1752.209112, 11.185032, 1754.986257, 565, 478;
1713.552737, 5.954157, 1717.008882, 566, 420;
1637.587900, 7.478720, 1640.400209, 567, 519;
200.585319, 15.644437, 202.989114, 568, 380;
1396.169305, 9.256074, 1398.670229, 569, 551;
296.864001, 19.425799, 299.262270, 570, 259;
1062.525828, 6.629333, 1065.427062, 571, 514;
1762.062898, 12.888821, 1764.934277, 572, 478;
1282.637284, 15.796953, 1284.793965, 573, 203;
1767.435236, 9.471590, 1770.189265, 574, 478;
826.818501, 4.516497, 829.247794, 575, 393;
209.842291, 0.555838, 211.668873, 576, 19;
